celula	algoritmo	seed	migracao	cenario	inicio	fim	parede_s	cpu_usuario_s	cpu_sistema_s	pico_memoria_kb	codigo_saida	tentativas	trabalhador_pid	sha256_binario
az-anticorr-alta	ffd	54	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:05-03:00	2026-08-07T13:40:24-03:00	19.90	19.51	0.34	110144	0	1	491647	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	55	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:09-03:00	2026-08-07T13:40:35-03:00	25.91	25.42	0.39	108640	0	1	491763	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	56	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:14-03:00	2026-08-07T13:40:28-03:00	13.68	13.35	0.30	109808	0	1	491934	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	57	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:14-03:00	2026-08-07T13:40:33-03:00	18.26	17.83	0.34	109684	0	1	491935	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	58	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:17-03:00	2026-08-07T13:40:39-03:00	22.06	21.67	0.33	110740	0	1	491983	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	59	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:17-03:00	2026-08-07T13:40:40-03:00	22.85	22.29	0.48	109532	0	1	492001	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	60	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:19-03:00	2026-08-07T13:40:44-03:00	25.45	25.05	0.35	108788	0	1	492045	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	61	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:19-03:00	2026-08-07T13:40:40-03:00	20.08	19.71	0.32	108624	0	1	492085	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	62	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:20-03:00	2026-08-07T13:40:43-03:00	23.07	22.72	0.33	109360	0	1	492098	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	63	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:24-03:00	2026-08-07T13:40:39-03:00	15.05	14.66	0.33	109988	0	1	492210	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	64	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:24-03:00	2026-08-07T13:40:46-03:00	22.22	21.77	0.32	109752	0	1	492224	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
