celula,regime,algoritmo,seed,migracoes,intra_dc,inter_dc,frac_intra,vms_migradas,vms_com_mais_de_2_migracoes,max_migracoes_por_vm
az-flat-alta,alta,followme_s,57,1072,175,897,0.16324626865671643,915,17,4
az-flat-alta,alta,followme_s,58,1067,259,808,0.24273664479850046,814,60,5
az-flat-alta,alta,followme_s,59,1080,170,910,0.1574074074074074,929,14,4
az-flat-alta,alta,followme_s,60,1062,145,917,0.13653483992467044,918,13,4
az-flat-alta,alta,followme_s,61,1069,199,870,0.186155285313377,896,25,4
az-flat-alta,alta,followme_s,62,1089,107,982,0.09825528007346189,971,15,5
az-flat-alta,alta,followme_s,63,1065,164,901,0.1539906103286385,880,33,5
az-flat-alta,alta,followme_s,64,1107,145,962,0.13098464317976513,958,22,4
az-flat-alta,alta,followme_s,65,1054,189,865,0.1793168880455408,861,26,4
az-flat-alta,alta,followme_s,66,1023,153,870,0.1495601173020528,863,18,4
az-flat-alta,alta,followme_s,67,1075,219,856,0.20372093023255813,890,35,4
az-flat-alta,alta,followme_s,68,1082,289,793,0.26709796672828096,819,49,10
az-flat-alta,alta,followme_s,69,1017,159,858,0.15634218289085547,869,19,4
az-flat-alta,alta,followme_s,70,1080,209,871,0.1935185185185185,897,26,4
az-flat-alta,alta,followme_s,71,1068,153,915,0.14325842696629212,894,32,4
az-flat-folgada,moderada,cnemesis,42,460,460,0,1.0,149,58,15
az-flat-folgada,moderada,cnemesis,43,460,460,0,1.0,135,68,11
az-flat-folgada,moderada,cnemesis,44,460,460,0,1.0,153,74,9
az-flat-folgada,moderada,cnemesis,45,460,460,0,1.0,160,68,12
az-flat-folgada,moderada,cnemesis,46,460,460,0,1.0,181,70,9
az-flat-folgada,moderada,cnemesis,47,460,460,0,1.0,185,68,11
az-flat-folgada,moderada,cnemesis,48,460,460,0,1.0,143,76,10
az-flat-folgada,moderada,cnemesis,49,460,460,0,1.0,163,62,11
az-flat-folgada,moderada,cnemesis,50,460,460,0,1.0,174,74,10
az-flat-folgada,moderada,cnemesis,51,460,460,0,1.0,176,71,9
az-flat-folgada,moderada,cnemesis,52,460,460,0,1.0,165,75,9
az-flat-folgada,moderada,cnemesis,53,460,460,0,1.0,140,78,9
az-flat-folgada,moderada,cnemesis,54,460,460,0,1.0,153,75,11
az-flat-folgada,moderada,cnemesis,55,460,460,0,1.0,139,69,12
