celula_i,celula_j,tau_b,p_nao_corrigido
go-em2021-folgada,go-realjan-folgada,0.8073734277593311,0.0005907573118657001
go-em2021-folgada,go-realjun-alta,0.8545454545454545,4.624619207952541e-05
go-em2021-folgada,go-realjun-folgada,0.8073734277593311,0.0005907573118657001
go-em2021-folgada,hetcap-az-anticorr-folgada,0.7339758434175737,0.0017872890369872662
go-em2021-folgada,hetcap-az-realjun-folgada,0.7454545454545454,0.000759529822029822
go-em2021-folgada,net100-az-anticorr-folgada,0.587180674734059,0.01246215829454031
go-em2021-folgada,net100-az-realjun-alta,0.7818181818181819,0.0003334435626102293
go-em2021-folgada,net100-az-realjun-folgada,0.697277051246695,0.0030042622393982835
go-em2021-folgada,net100-go-realjun-folgada,0.8073734277593311,0.0005907573118657001
go-em2021-folgada,pue-az-realjun-folgada,0.7339758434175737,0.0017872890369872662
go-em2021-folgada,pue-go-realjun-folgada,0.8073734277593311,0.0005907573118657001
