celula	migrador	seed	n_migracoes	n_pos_migrador	n_pos_lcdc	identica	primeiro_divergente	n_dst_diferentes
go-realjan-folgada	cnemesis	49	460	2000	2000	0	279	1507
go-realjan-folgada	cnemesis	50	460	2000	2000	0	226	1400
go-realjan-folgada	cnemesis	51	460	2000	2000	0	225	1207
go-realjun-alta	follow_renewables	42	2085	8829	8647	0	2687	5500
go-realjun-alta	follow_renewables	43	2049	8901	8793	0	2690	5564
go-realjun-alta	follow_renewables	44	2045	8821	8656	0	2687	5314
go-realjun-alta	follow_renewables	45	2176	8889	8736	0	2375	5764
go-realjun-alta	follow_renewables	46	2063	8855	8698	0	2690	5428
go-realjun-alta	follow_renewables	47	2054	8863	8653	0	2688	5204
go-realjun-alta	follow_renewables	48	2064	8901	8724	0	2341	5884
go-realjun-alta	follow_renewables	49	2029	8907	8733	0	2692	5630
go-realjun-alta	follow_renewables	50	2087	8819	8725	0	2689	5426
go-realjun-alta	follow_renewables	51	1962	8863	8642	0	2690	5477
go-realjun-alta	followme_s	42	1053	8683	8647	0	1520	5569
go-realjun-alta	followme_s	43	1035	8802	8793	0	1520	5222
go-realjun-alta	followme_s	44	983	8677	8656	0	1520	5803
go-realjun-alta	followme_s	45	1000	8747	8736	0	1520	6021
go-realjun-alta	followme_s	46	1056	8707	8698	0	1519	6263
go-realjun-alta	followme_s	47	996	8674	8653	0	1520	5846
go-realjun-alta	followme_s	48	1085	8763	8724	0	1521	6194
go-realjun-alta	followme_s	49	1035	8752	8733	0	1520	6061
go-realjun-alta	followme_s	50	1037	8748	8725	0	1520	5795
go-realjun-alta	followme_s	51	1052	8665	8642	0	1521	5779
go-realjun-alta	cnemesis	42	382	8840	8647	0	1520	5611
go-realjun-alta	cnemesis	43	372	8894	8793	0	1520	6030
go-realjun-alta	cnemesis	44	342	8847	8656	0	1519	5614
go-realjun-alta	cnemesis	45	351	8919	8736	0	1520	5675
go-realjun-alta	cnemesis	46	395	8857	8698	0	1519	5538
go-realjun-alta	cnemesis	47	391	8858	8653	0	1520	5626
go-realjun-alta	cnemesis	48	337	8896	8724	0	1521	5796
go-realjun-alta	cnemesis	49	336	8896	8733	0	1520	5753
go-realjun-alta	cnemesis	50	338	8859	8725	0	1520	5652
go-realjun-alta	cnemesis	51	379	8846	8642	0	1521	5359
go-realjun-folgada	follow_renewables	42	0	2000	2000	1	-1	0
go-realjun-folgada	follow_renewables	43	0	2000	2000	1	-1	0
go-realjun-folgada	follow_renewables	44	0	2000	2000	1	-1	0
go-realjun-folgada	follow_renewables	45	0	2000	2000	1	-1	0
go-realjun-folgada	follow_renewables	46	0	2000	2000	1	-1	0
go-realjun-folgada	follow_renewables	47	0	2000	2000	1	-1	0
go-realjun-folgada	follow_renewables	48	0	2000	2000	1	-1	0
go-realjun-folgada	follow_renewables	49	0	2000	2000	1	-1	0
go-realjun-folgada	follow_renewables	50	0	2000	2000	1	-1	0
go-realjun-folgada	follow_renewables	51	0	2000	2000	1	-1	0
go-realjun-folgada	followme_s	42	1150	2000	2000	0	227	1603
go-realjun-folgada	followme_s	43	1087	2000	2000	0	225	1588
go-realjun-folgada	followme_s	44	1149	2000	2000	0	226	1537
go-realjun-folgada	followme_s	45	1136	2000	2000	0	225	1561
go-realjun-folgada	followme_s	46	1149	2000	2000	0	238	1566
go-realjun-folgada	followme_s	47	1146	2000	2000	0	225	1592
go-realjun-folgada	followme_s	48	1150	2000	2000	0	229	1558
go-realjun-folgada	followme_s	49	1130	2000	2000	0	226	1577
go-realjun-folgada	followme_s	50	1143	2000	2000	0	226	1565
go-realjun-folgada	followme_s	51	1143	2000	2000	0	225	1628
go-realjun-folgada	cnemesis	42	460	2000	2000	0	304	1341
go-realjun-folgada	cnemesis	43	460	2000	2000	0	268	1427
go-realjun-folgada	cnemesis	44	460	2000	2000	0	278	1464
go-realjun-folgada	cnemesis	45	460	2000	2000	0	284	1394
go-realjun-folgada	cnemesis	46	460	2000	2000	0	257	1395
go-realjun-folgada	cnemesis	47	460	2000	2000	0	310	1453
go-realjun-folgada	cnemesis	48	460	2000	2000	0	234	1388
go-realjun-folgada	cnemesis	49	460	2000	2000	0	279	1507
go-realjun-folgada	cnemesis	50	460	2000	2000	0	226	1400
go-realjun-folgada	cnemesis	51	460	2000	2000	0	225	1207
